TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target gene hits	Target gene non-hits	Background gene hits	Background gene non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score	pval	isSig	Component
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	54	16	3178	1822	496	0.0209	18549	0.0184	7.334	4.489	1.11691548018735e-13	1	343
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	50	20	2692	2308	287	0.0172	10649	0.0151	7.08	6.155	7.20772308646748e-13	1	343
RORA_1	MA0071.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.19	0.424	32	38	1726	3274	109	0.00655	3734	0.0053	6.984	3.337	1.43446030968418e-12	1	343
Myf	MA0055.1	Zipper-Type	Helix-Loop-Helix	vertebrates	15.914	0.609	34	36	1996	3004	149	0.0107	5354	0.00913	6.933	2.405	2.06004102687981e-12	1	343
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	30	40	1346	3654	74	0.00489	2486	0.00388	6.588	5.775	2.22895323622181e-11	1	343
TEAD1	MA0090.1	Helix-Turn-Helix	Homeo	vertebrates	15.678	0.507	22	48	991	4009	49	0.00353	1586	0.0027	6.499	4.193	4.04278309441287e-11	1	343
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	28	42	1375	3625	77	0.00463	2582	0.00367	6.457	4.096	5.33994488441429e-11	1	343
CREB1	MA0018.2	Zipper-Type	Leucine Zipper	vertebrates	10.139	0.523	42	28	1835	3165	113	0.00543	3862	0.00439	6.425	9.551	6.59347586162753e-11	1	343
ZEB1	MA0103.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.305	0.557	57	13	3526	1474	868	0.0313	33699	0.0287	6.289	3.582	1.59758735303088e-10	1	343
Sox2	MA0143.1	Other Alpha-Helix	High Mobility Group	vertebrates	12.951	0.361	17	53	560	4440	24	0.00216	731	0.00156	6.237	6.371	2.23020994673024e-10	1	343
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	47	23	2078	2922	154	0.00926	5647	0.00802	5.628	11.053	9.1155544749213e-09	1	343
FEV	MA0156.1	Winged Helix-Turn-Helix	Ets	vertebrates	12.121	0.442	53	17	3088	1912	415	0.02	16041	0.0182	5.247	4.587	7.72979495024951e-08	1	343
Hand1::Tcfe2a	MA0092.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.144	0.507	39	31	2649	2351	282	0.0169	10863	0.0154	5.011	0.995	2.70739573394652e-07	1	343
EBF1	MA0154.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.564	0.648	48	22	2262	2738	203	0.0122	7732	0.011	4.751	9.471	1.01206566230458e-06	1	343
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	24	46	1294	3706	63	0.00492	2262	0.00418	4.693	2.582	1.34613745278353e-06	1	343
YY1	MA0095.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.101	0.51	60	10	3480	1520	813	0.0293	32270	0.0275	4.514	6.445	3.18081082882027e-06	1	343
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	46	24	3047	1953	484	0.0204	18978	0.0189	4.46	1.399	4.09798264663636e-06	1	343
E2F1	MA0024.1	Winged Helix-Turn-Helix	E2F	vertebrates	13.838	0.625	35	35	1589	3411	94	0.00452	3391	0.00385	4.365	6.686	6.35613792797028e-06	1	343
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	47	23	2698	2302	290	0.0139	11300	0.0128	3.981	4.017	3.43129746420696e-05	1	343
Arnt	MA0004.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.992	0.642	35	35	1412	3588	75	0.0027	2639	0.00225	3.894	9.117	4.93023245969185e-05	1	343
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	10	60	450	4550	16	0.00173	541	0.00138	3.782	2.318	7.77866811090159e-05	1	343
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	47	23	2729	2271	330	0.0119	12850	0.011	3.702	3.77	0.000106953309134195	1	343
Zfx	MA0146.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.077	0.749	43	27	1951	3049	163	0.0137	6410	0.0127	3.505	8.886	0.00022830364162715	1	343
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	19	51	739	4261	28	0.00236	1006	0.002	3.216	5.174	0.000649954160636086	0	343
Foxa2	MA0047.2	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.268	0.315	42	28	2313	2687	212	0.0153	8504	0.0145	2.697	4.193	0.00349836351721413	0	343
MEF2A	MA0052.1	Other Alpha-Helix	MADS	vertebrates	15.709	0.179	26	44	1398	3602	78	0.00469	3022	0.00429	2.446	2.786	0.00722255002506296	0	343
HIF1A::ARNT	MA0259.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.74	0.657	44	26	2148	2852	181	0.0087	7194	0.00818	2.374	7.286	0.0087982752440928	0	343
Tcfcp2l1	MA0145.1	Other	CP2	vertebrates	11.65	0.609	38	32	2172	2828	158	0.0133	6407	0.0127	1.998	3.09	0.0228583300611074	0	343
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	47	23	2727	2273	283	0.0187	11562	0.0181	1.959	3.786	0.025056393392361	0	343
NFE2L2	MA0150.1	Zipper-Type	Leucine Zipper	vertebrates	14.394	0.486	20	50	1111	3889	45	0.00297	1748	0.00273	1.88	2.027	0.0300540389611998	0	343
Foxq1	MA0040.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.07	0.202	27	43	1533	3467	108	0.00714	4335	0.00677	1.806	2.308	0.0354591697835807	0	343
MYC::MAX	MA0059.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.237	0.602	18	52	661	4339	23	0.00152	873	0.00136	1.695	5.524	0.0450377103910315	0	343
CEBPA	MA0102.2	Zipper-Type	Leucine Zipper	vertebrates	8.712	0.358	42	28	2520	2480	260	0.0141	10673	0.0136	1.46	2.663	0.0721450369658938	0	343
SOX9	MA0077.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.079	0.358	43	27	2322	2678	201	0.0109	8227	0.0105	1.404	4.739	0.0801594247833149	0	343
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	27	43	1189	3811	46	0.00249	1820	0.00233	1.34	5.428	0.0901226724644524	0	343
Egr1	MA0162.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.456	0.739	32	38	1212	3788	57	0.00377	2286	0.00357	1.321	9.411	0.0932506821095104	0	343
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	2	68	68	4932	2	0.00024	68	0.000193	1.297	1.38	0.0973155933991303	0	343
INSM1	MA0155.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.862	0.667	29	41	1529	3471	86	0.0062	3495	0.00596	1.281	3.31	0.100096833047777	0	343
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	6	64	270	4730	8	0.000673	302	0.000601	1.157	1.717	0.123636180174137	0	343
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	16	54	767	4233	31	0.00261	1242	0.00247	1.112	2.744	0.133069075169367	0	343
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	44	26	2663	2337	298	0.0197	12386	0.0194	1.018	2.673	0.154338978038413	0	343
USF1	MA0093.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.29	0.643	41	29	1847	3153	104	0.00438	4296	0.00427	0.629	8.454	0.264674528106677	0	343
CTCF	MA0139.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.205	0.645	17	53	650	4350	19	0.00217	780	0.00211	0.546	4.851	0.29253296860446	0	343
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	24	46	1231	3769	57	0.0024	2346	0.00233	0.526	3.079	0.299444103486953	0	343
Gfi	MA0038.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.47	0.391	43	27	2741	2259	310	0.0186	13009	0.0185	0.45	1.814	0.32635522028792	0	343
Zfp423	MA0116.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.925	0.679	24	46	1138	3862	47	0.00424	1969	0.0042	0.243	3.938	0.404002698725652	0	343
AP1	MA0099.2	Zipper-Type	Leucine Zipper	vertebrates	9.193	0.405	50	20	3284	1716	525	0.0221	22191	0.0221	0.05	1.659	0.480061194161628	0	343
Pax5	MA0014.1	Helix-Turn-Helix	Homeo	vertebrates	12.432	0.575	6	64	223	4777	6	0.000721	252	0.000716	0.034	2.355	0.486438575351159	0	343
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	38	32	2624	2376	291	0.014	12335	0.014	-0.102	0.845	0.459378337542424	0	343
Evi1	MA0029.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.909	0.28	8	62	372	4628	11	0.000926	473	0.000941	-0.241	1.891	0.404777558261943	0	343
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	36	34	2005	2995	122	0.0088	5196	0.00886	-0.268	3.292	0.394349659366698	0	343
Mycn	MA0104.2	Zipper-Type	Helix-Loop-Helix	vertebrates	11.104	0.699	37	33	1633	3367	83	0.00499	3568	0.00507	-0.477	7.779	0.316681060819128	0	343
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	28	42	1452	3548	67	0.00483	2889	0.00492	-0.557	3.403	0.288763714595152	0	343
Stat3	MA0144.1	Ig-fold	Stat	vertebrates	13.601	0.505	37	33	1962	3038	107	0.00643	4619	0.00656	-0.675	4.2	0.249837882471777	0	343
Pou5f1	MA0142.1	Helix-Turn-Helix	Homeo	vertebrates	14.808	0.308	11	59	688	4312	24	0.00216	1051	0.00224	-0.68	0.996	0.248252230453571	0	343
Gata1	MA0035.2	Zinc-coordinating	GATA	vertebrates	10.878	0.373	43	27	2909	2091	348	0.023	14999	0.0234	-1.169	1.086	0.121201815686031	0	343
NKX3-1	MA0124.1	Helix-Turn-Helix	Homeo	vertebrates	11.127	0.179	37	33	2510	2490	306	0.0129	13297	0.0132	-1.256	0.983	0.104557985042622	0	343
FOXO3	MA0157.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.734	0.298	41	29	2715	2285	314	0.0151	13624	0.0155	-1.283	1.28	0.0997460380385403	0	343
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	26	44	1250	3750	47	0.00424	2102	0.00448	-1.496	4.073	0.0673268275880107	0	343
TP53	MA0106.1	Zinc-coordinating	Loop-Sheet-Helix	vertebrates	26.239	0.603	0	70	4	4996	0	0	4	1.14e-05	-1.739	0	0.0410173814616691	0	343
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	2	68	105	4895	2	0.000264	109	0.000341	-1.751	0.827	0.0399729550079871	0	343
IRF1	MA0050.1	Winged Helix-Turn-Helix	IRF	vertebrates	16.008	0.383	24	46	1205	3795	49	0.00353	2229	0.0038	-1.782	3.303	0.0373746158668511	0	343
Foxd3	MA0041.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.945	0.223	33	37	2263	2737	219	0.0158	9642	0.0164	-2.068	0.863	0.0193200115489426	0	343
Ddit3::Cebpa	MA0019.1	Zipper-Type	Leucine Zipper	vertebrates	11.652	0.483	24	46	1130	3870	41	0.00296	1907	0.00325	-2.127	4.019	0.016710041596646	0	343
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	32	38	2038	2962	146	0.0132	6461	0.0138	-2.129	1.443	0.0166271302010705	0	343
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	0	70	8	4992	0	0	8	2.27e-05	-2.202	0	0.0138326542344805	0	343
FOXI1	MA0042.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.183	0.263	34	36	2293	2707	219	0.0158	9684	0.0165	-2.293	0.996	0.0109240024764311	0	343
PBX1	MA0070.1	Helix-Turn-Helix	Homeo	vertebrates	14.641	0.31	17	53	790	4210	26	0.00188	1273	0.00217	-2.611	3.116	0.00451389468829062	0	343
Myc	MA0147.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.157	0.686	32	38	1599	3401	75	0.00451	3488	0.00495	-2.616	4.442	0.00444832787935831	0	343
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	27	43	1167	3833	41	0.00296	1950	0.00332	-2.623	5.699	0.00435796362818411	0	343
MAX	MA0058.1	Zipper-Type	Helix-Loop-Helix	vertebrates	12.685	0.571	34	36	1621	3379	68	0.00409	3181	0.00452	-2.645	5.562	0.00408454585179008	0	343
SRF	MA0083.1	Other Alpha-Helix	MADS	vertebrates	17.965	0.466	3	67	168	4832	3	0.000216	195	0.000332	-2.664	0.862	0.00386087813485056	0	343
Prrx2	MA0075.1	Helix-Turn-Helix	Homeo	vertebrates	9.063	0.027	49	21	3005	1995	541	0.0163	24085	0.0171	-2.682	2.849	0.0036591729889287	0	343
HLF	MA0043.1	Zipper-Type	Leucine Zipper	vertebrates	11.147	0.394	20	50	1120	3880	42	0.00303	2005	0.00342	-2.738	1.967	0.00309070379613988	0	343
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	0	70	17	4983	0	0	17	4.11e-05	-2.805	0	0.00251582898815649	0	343
NFYA	MA0060.1	Other Alpha-Helix	NFY CCAAT-binding	vertebrates	12.925	0.523	28	42	1200	3800	41	0.00394	1938	0.0044	-2.865	6.053	0.00208504621104551	0	343
Nobox	MA0125.1	Helix-Turn-Helix	Homeo	vertebrates	9.573	0.26	38	32	2712	2288	334	0.0161	14930	0.017	-2.877	0.605	0.00200737797659909	0	343
IRF2	MA0051.1	Winged Helix-Turn-Helix	IRF	vertebrates	21.134	0.412	3	67	172	4828	3	0.000325	186	0.000476	-2.882	0.828	0.00197579866757153	0	343
Sox17	MA0078.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.502	0.384	45	25	2807	2193	288	0.0156	12951	0.0166	-3.141	2.242	0.000841860162004709	0	343
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	5	65	260	4740	5	0.000511	296	0.000715	-3.159	1.196	0.000791557452001317	0	343
NFIL3	MA0025.1	Zipper-Type	Leucine Zipper	vertebrates	14.139	0.265	22	48	1361	3639	66	0.00436	3143	0.00491	-3.215	1.369	0.000652222611160184	0	343
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	9	61	504	4496	12	0.0013	635	0.00162	-3.328	1.294	0.00043735933231666	0	343
Lhx3	MA0135.1	Helix-Turn-Helix	Homeo	vertebrates	16.354	0.131	15	55	1156	3844	51	0.00398	2510	0.00463	-3.925	0.392	4.33648689805278e-05	1	343
EWSR1-FLI1	MA0149.1	Winged Helix-Turn-Helix	Ets	vertebrates	32.871	0.554	0	70	36	4964	0	0	36	9.2e-05	-4.042	0	2.64986163268438e-05	1	343
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	17	53	712	4288	18	0.00151	990	0.00197	-4.208	4.002	1.28820433413539e-05	1	343
HNF1B	MA0153.1	Helix-Turn-Helix	Homeo	vertebrates	16.821	0.222	10	60	806	4194	25	0.0018	1356	0.00231	-4.345	0.342	6.96378315773145e-06	1	343
RREB1	MA0073.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	22.278	0.623	5	65	313	4687	6	0.000721	377	0.00107	-4.401	0.799	5.38765623360144e-06	1	343
Pax4	MA0068.1	Helix-Turn-Helix	Homeo	vertebrates	11.004	0.441	0	70	26	4974	0	0	26	0.000111	-4.41	0	5.16853095722413e-06	1	343
PLAG1	MA0163.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	19.352	0.798	7	63	389	4611	7	0.000589	465	0.000925	-4.546	1.189	2.73375180202979e-06	1	343
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	7	63	431	4569	7	0.000421	506	0.000719	-4.583	0.913	2.29176020120562e-06	1	343
Pdx1	MA0132.1	Helix-Turn-Helix	Homeo	vertebrates	9.04	0.194	53	17	3091	1909	602	0.0217	27517	0.0235	-4.711	4.56	1.23252118134261e-06	1	343
Sox5	MA0087.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.831	0.199	39	31	2584	2416	296	0.0125	14023	0.0139	-5.198	1.233	1.00722064373307e-07	1	343
REST	MA0138.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	23.134	0.596	0	70	53	4947	0	0	55	0.000164	-5.321	0	5.15992013830179e-08	1	343
T	MA0009.1	Beta-Hairpin-Ribbon	T	vertebrates	17.863	0.452	5	65	359	4641	5	0.000331	428	0.000669	-5.384	0.559	3.64242516212835e-08	1	343
Nkx2-5	MA0063.1	Helix-Turn-Helix	Homeo	vertebrates	8.27	0.218	50	20	3427	1573	843	0.0355	38237	0.038	-5.459	1.037	2.39411880361934e-08	1	343
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	0	70	79	4921	0	0	82	0.000175	-5.485	0	2.06734708803336e-08	1	343
SRY	MA0084.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.193	0.238	43	27	2934	2066	431	0.0233	19925	0.0255	-5.602	0.998	1.05946278056117e-08	1	343
ARID3A	MA0151.1	Helix-Turn-Helix	Arid	vertebrates	9.896	0.062	50	20	3219	1781	700	0.0252	32305	0.0275	-5.721	1.999	5.29494487334826e-09	1	343
HNF1A	MA0046.1	Helix-Turn-Helix	Homeo	vertebrates	15.548	0.259	5	65	615	4385	12	0.00101	869	0.00173	-7.086	0.06	6.90219051279581e-13	1	343
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	22	48	1230	3770	36	0.00389	2193	0.00561	-9.373	2.111	3.52498131259423e-21	1	343
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	57	13	3552	1448	833	0.04	40461	0.046	-11.555	3.375	3.4823741737666e-31	1	343
Nkx2-5	MA0063.1	Helix-Turn-Helix	Homeo	vertebrates	8.27	0.218	49	15	3443	1557	770	0.0522	38226	0.0376	24.723	2.155	3.02624059279869e-135	1	347
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	52	12	3584	1416	735	0.057	39966	0.0449	18.707	2.875	2.17067684861026e-78	1	347
Foxd3	MA0041.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.945	0.223	35	29	2262	2738	198	0.023	9435	0.0159	18.269	2.48	7.30517665457449e-75	1	347
NKX3-1	MA0124.1	Helix-Turn-Helix	Homeo	vertebrates	11.127	0.179	38	26	2495	2505	286	0.0194	13374	0.0132	17.608	2.483	1.06934655880877e-69	1	347
CEBPA	MA0102.2	Zipper-Type	Leucine Zipper	vertebrates	8.712	0.358	39	25	2569	2431	229	0.02	10830	0.0137	17.346	2.511	1.05732950520371e-67	1	347
Pdx1	MA0132.1	Helix-Turn-Helix	Homeo	vertebrates	9.04	0.194	50	14	3123	1877	532	0.0309	27222	0.0229	17.128	5.142	4.58775565483208e-66	1	347
ARID3A	MA0151.1	Helix-Turn-Helix	Arid	vertebrates	9.896	0.062	44	20	3269	1731	621	0.0361	32629	0.0275	16.894	1.087	2.49043475844001e-64	1	347
SRY	MA0084.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.193	0.238	42	22	2991	2009	376	0.0328	19723	0.0249	16.177	1.566	3.66394915669533e-59	1	347
Lhx3	MA0135.1	Helix-Turn-Helix	Homeo	vertebrates	16.354	0.131	24	40	1169	3831	61	0.00768	2446	0.00447	15.477	4.79	2.48036301224191e-54	1	347
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	36	28	2701	2299	238	0.0254	12222	0.0189	15.29	0.89	4.45750739309829e-53	1	347
Foxa2	MA0047.2	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.268	0.315	34	30	2368	2632	169	0.0197	8450	0.0142	14.648	1.541	6.93698813973053e-49	1	347
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	30	34	2106	2894	131	0.019	6606	0.0139	14.031	1.345	5.0360618959067e-45	1	347
FOXI1	MA0042.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.183	0.263	39	25	2340	2660	183	0.0213	9441	0.0159	13.76	4.091	2.21763441259519e-43	1	347
FOXO3	MA0157.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.734	0.298	40	24	2758	2242	261	0.0202	13419	0.0151	13.571	1.914	2.97523136789383e-42	1	347
znf143	MA0088.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.541	0.53	8	56	244	4756	10	0.00194	283	0.000795	12.972	4.322	8.81837823529234e-39	1	347
Foxq1	MA0040.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.07	0.202	31	33	1611	3389	92	0.00981	4249	0.00657	12.872	5.237	3.23523520028561e-38	1	347
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	39	25	2633	2367	235	0.0182	12141	0.0136	12.652	2.151	5.45313211573686e-37	1	347
MEF2A	MA0052.1	Other Alpha-Helix	MADS	vertebrates	15.709	0.179	26	38	1383	3617	67	0.00649	2983	0.00419	11.425	4.029	1.56827807473323e-30	1	347
Prrx2	MA0075.1	Helix-Turn-Helix	Homeo	vertebrates	9.063	0.027	49	15	3029	1971	439	0.0213	23808	0.0167	11.382	5.202	2.5703540277714e-30	1	347
Nobox	MA0125.1	Helix-Turn-Helix	Homeo	vertebrates	9.573	0.26	37	27	2742	2258	271	0.021	14922	0.0168	10.594	1.007	1.58859232820542e-26	1	347
NFIL3	MA0025.1	Zipper-Type	Leucine Zipper	vertebrates	14.139	0.265	23	41	1346	3654	64	0.00682	3035	0.00469	10.003	2.614	7.39244360574824e-24	1	347
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	44	20	3184	1816	334	0.0227	18800	0.0185	9.932	1.42	1.51066848783469e-23	1	347
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	44	20	3330	1670	392	0.0342	23028	0.0291	9.686	0.88	1.72903808392019e-22	1	347
Sox5	MA0087.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.831	0.199	38	26	2654	2346	255	0.0173	14030	0.0138	9.629	1.658	3.0156778428955e-22	1	347
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	18	46	721	4279	24	0.00326	1005	0.00198	9.219	5.632	1.4994190010716e-20	1	347
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	1	63	11	4989	1	0.000194	11	3.09e-05	9.134	1.954	3.30070169667513e-20	1	347
Gata1	MA0035.2	Zinc-coordinating	GATA	vertebrates	10.878	0.373	41	23	2869	2131	253	0.027	14775	0.0228	8.889	1.761	3.08306645714917e-19	1	347
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	46	18	3057	1943	321	0.0218	18760	0.0184	7.931	2.991	1.08694109518754e-15	1	347
PBX1	MA0070.1	Helix-Turn-Helix	Homeo	vertebrates	14.641	0.31	17	47	774	4226	28	0.00326	1264	0.00213	7.806	4.109	2.95157901554841e-15	1	347
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	1	63	14	4986	1	0.000165	14	3.34e-05	7.026	1.749	1.06269229609279e-12	1	347
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	48	16	3540	1460	557	0.0378	34704	0.0341	6.463	1.274	5.13236462536199e-11	1	347
Pou5f1	MA0142.1	Helix-Turn-Helix	Homeo	vertebrates	14.808	0.308	11	53	685	4315	20	0.00291	962	0.00203	6.251	1.354	2.03916438636046e-10	1	347
Gfi	MA0038.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.47	0.391	44	20	2775	2225	215	0.0208	12991	0.0182	6.193	3.821	2.95148645854214e-10	1	347
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	24	40	1351	3649	48	0.00512	2559	0.00395	5.925	3.106	1.56148694993327e-09	1	347
HNF1B	MA0153.1	Helix-Turn-Helix	Homeo	vertebrates	16.821	0.222	14	50	805	4195	27	0.00314	1345	0.00227	5.86	1.954	2.31433585257856e-09	1	347
RORA_1	MA0071.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.19	0.424	24	40	1696	3304	65	0.0063	3567	0.00501	5.838	1.152	2.64155787302523e-09	1	347
AP1	MA0099.2	Zipper-Type	Leucine Zipper	vertebrates	9.193	0.405	50	14	3303	1697	358	0.0243	22021	0.0217	5.795	3.647	3.41605905486145e-09	1	347
NFYA	MA0060.1	Other Alpha-Helix	NFY CCAAT-binding	vertebrates	12.925	0.523	22	42	1180	3820	35	0.00543	1893	0.00425	5.76	3.36	4.20569680452203e-09	1	347
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	9	55	500	4500	13	0.00227	616	0.00156	5.744	1.665	4.62328937419695e-09	1	347
Nkx3-2	MA0122.1	Helix-Turn-Helix	Homeo	vertebrates	8.542	0.463	41	23	3096	1904	287	0.025	17898	0.0226	5.179	0.876	1.11539234836663e-07	1	347
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	20	44	1275	3725	46	0.00312	2423	0.00238	4.829	1.704	6.86102042333889e-07	1	347
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	14	50	809	4191	24	0.00326	1288	0.00253	4.589	1.926	2.22687214708397e-06	1	347
SOX9	MA0077.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.079	0.358	38	26	2328	2672	132	0.0115	8074	0.0102	4.153	3.585	1.64072369406488e-05	1	347
HLF	MA0043.1	Zipper-Type	Leucine Zipper	vertebrates	11.147	0.394	16	48	1101	3899	34	0.00395	1928	0.00325	3.944	1.111	4.00668288437825e-05	1	347
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	21	43	1270	3730	37	0.00645	2194	0.00555	3.898	2.161	4.84952082432382e-05	1	347
Sox2	MA0143.1	Other Alpha-Helix	High Mobility Group	vertebrates	12.951	0.361	9	55	560	4440	14	0.00204	751	0.00158	3.618	1.243	0.000148444198262393	1	347
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	6	58	253	4747	6	0.000814	278	0.000547	3.606	2.233	0.000155476567542519	1	347
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	19	45	1488	3512	48	0.00558	2863	0.00483	3.48	0.593	0.000250706891280538	1	347
